id,category_id,category,question_id,question,type,difficulty,age,players,action
09-10,9,Emoji таа,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
09-11,9,Emoji таа,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
09-12,9,Emoji таа,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
09-13,9,Emoji таа,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
09-14,9,Emoji таа,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
09-15,9,Emoji таа,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
09-16,9,Emoji таа,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
09-17,9,Emoji таа,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
09-18,9,Emoji таа,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
09-19,9,Emoji таа,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
09-20,9,Emoji таа,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
09-21,9,Emoji таа,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
09-22,9,Emoji таа,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
09-23,9,Emoji таа,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
09-24,9,Emoji таа,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
09-25,9,Emoji таа,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
09-26,9,Emoji таа,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
09-27,9,Emoji таа,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
09-28,9,Emoji таа,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
09-29,9,Emoji таа,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
09-30,9,Emoji таа,30,Тухгүй байвал PASS хийж болно.,choice,Extreme,18+,2-10,choose
10-01,10,Дуу таа,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
10-02,10,Дуу таа,2,Өөрийн нэг green flag-аа хэл.,choice,Medium,18+,2-10,choose
10-03,10,Дуу таа,3,Өөрийн нэг red flag-аа хэл.,choice,Hard,18+,2-10,choose
10-04,10,Дуу таа,4,Сүүлд хэзээ үнэхээр баярласан бэ?,choice,Very Hard,18+,2-10,choose
10-05,10,Дуу таа,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
10-06,10,Дуу таа,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
10-07,10,Дуу таа,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
10-08,10,Дуу таа,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
10-09,10,Дуу таа,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
10-10,10,Дуу таа,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
10-11,10,Дуу таа,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
10-12,10,Дуу таа,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
10-13,10,Дуу таа,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
10-14,10,Дуу таа,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
10-15,10,Дуу таа,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
10-16,10,Дуу таа,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
10-17,10,Дуу таа,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
10-18,10,Дуу таа,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
10-19,10,Дуу таа,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
10-20,10,Дуу таа,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
10-21,10,Дуу таа,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
10-22,10,Дуу таа,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
10-23,10,Дуу таа,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
10-24,10,Дуу таа,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
10-25,10,Дуу таа,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
10-26,10,Дуу таа,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
10-27,10,Дуу таа,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
10-28,10,Дуу таа,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
10-29,10,Дуу таа,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
10-30,10,Дуу таа,30,Тухгүй байвал PASS хийж болно.,choice,Extreme,18+,2-10,choose
11-01,11,Анхны сэтгэгдэл,1,Өөрийн хамгийн том мөрөөдлөө хэл.,question,Easy,18+,2-10,answer
11-02,11,Анхны сэтгэгдэл,2,Өөрийн нэг green flag-аа хэл.,question,Medium,18+,2-10,answer
11-03,11,Анхны сэтгэгдэл,3,Өөрийн нэг red flag-аа хэл.,question,Hard,18+,2-10,answer
11-04,11,Анхны сэтгэгдэл,4,Сүүлд хэзээ үнэхээр баярласан бэ?,question,Very Hard,18+,2-10,answer
11-05,11,Анхны сэтгэгдэл,5,Хэнээс message ирэхийг хүлээдэг вэ?,question,Extreme,18+,2-10,answer
11-06,11,Анхны сэтгэгдэл,6,Perfect weekend-ээ тайлбарла.,question,Easy,18+,2-10,answer
11-07,11,Анхны сэтгэгдэл,7,Dream destination-оо хэл.,question,Medium,18+,2-10,answer
11-08,11,Анхны сэтгэгдэл,8,Хамгийн их хүндэлдэг чанараа хэл.,question,Hard,18+,2-10,answer
11-09,11,Анхны сэтгэгдэл,9,Хамгийн муу зуршлаа хэл.,question,Very Hard,18+,2-10,answer
11-10,11,Анхны сэтгэгдэл,10,Хамгийн сайн чанараа хэл.,question,Extreme,18+,2-10,answer
11-11,11,Анхны сэтгэгдэл,11,5 жилийн дараах өөрийгөө төсөөл.,question,Easy,18+,2-10,answer
11-12,11,Анхны сэтгэгдэл,12,Нэг хүнийг сонгоод compliment өг.,question,Medium,18+,2-10,answer
11-13,11,Анхны сэтгэгдэл,13,Нэг хүний first impression-ийг хэл.,question,Hard,18+,2-10,answer
11-14,11,Анхны сэтгэгдэл,14,Нэг дуу санал болго.,question,Very Hard,18+,2-10,answer
11-15,11,Анхны сэтгэгдэл,15,Нэг кино санал болго.,question,Extreme,18+,2-10,answer
11-16,11,Анхны сэтгэгдэл,16,Нэг хоол сонгоод тайлбарла.,question,Easy,18+,2-10,answer
11-17,11,Анхны сэтгэгдэл,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,question,Medium,18+,2-10,answer
11-18,11,Анхны сэтгэгдэл,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,question,Hard,18+,2-10,answer
11-19,11,Анхны сэтгэгдэл,19,Ямар хүнтэй амархан найзлах вэ?,question,Very Hard,18+,2-10,answer
11-20,11,Анхны сэтгэгдэл,20,Ямар зан хамгийн их turn-off вэ?,question,Extreme,18+,2-10,answer
11-21,11,Анхны сэтгэгдэл,21,Ямар зан хамгийн их татдаг вэ?,question,Easy,18+,2-10,answer
11-22,11,Анхны сэтгэгдэл,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,question,Medium,18+,2-10,answer
11-23,11,Анхны сэтгэгдэл,23,Ирээдүйгээ харвал юу мэдмээр байна?,question,Hard,18+,2-10,answer
11-24,11,Анхны сэтгэгдэл,24,Хэнтэй road trip хийх вэ?,question,Very Hard,18+,2-10,answer
11-25,11,Анхны сэтгэгдэл,25,Хэнтэй удаан ярилцмаар байна?,question,Extreme,18+,2-10,answer
11-26,11,Анхны сэтгэгдэл,26,Өөрийгөө 3 үгээр тодорхойл.,question,Easy,18+,2-10,answer
11-27,11,Анхны сэтгэгдэл,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,question,Medium,18+,2-10,answer
11-28,11,Анхны сэтгэгдэл,28,Эндээс хэнийг илүү танимаар байна?,question,Hard,18+,2-10,answer
11-29,11,Анхны сэтгэгдэл,29,Нэг асуулт өөрөө зохио.,question,Very Hard,18+,2-10,answer
11-30,11,Анхны сэтгэгдэл,30,Тухгүй байвал PASS хийж болно.,question,Extreme,18+,2-10,answer
12-01,12,2 үнэн 1 худал,1,Өөрийн хамгийн том мөрөөдлөө хэл.,question,Easy,18+,2-10,answer
12-02,12,2 үнэн 1 худал,2,Өөрийн нэг green flag-аа хэл.,question,Medium,18+,2-10,answer
12-03,12,2 үнэн 1 худал,3,Өөрийн нэг red flag-аа хэл.,question,Hard,18+,2-10,answer
12-04,12,2 үнэн 1 худал,4,Сүүлд хэзээ үнэхээр баярласан бэ?,question,Very Hard,18+,2-10,answer
12-05,12,2 үнэн 1 худал,5,Хэнээс message ирэхийг хүлээдэг вэ?,question,Extreme,18+,2-10,answer
12-06,12,2 үнэн 1 худал,6,Perfect weekend-ээ тайлбарла.,question,Easy,18+,2-10,answer
12-07,12,2 үнэн 1 худал,7,Dream destination-оо хэл.,question,Medium,18+,2-10,answer
12-08,12,2 үнэн 1 худал,8,Хамгийн их хүндэлдэг чанараа хэл.,question,Hard,18+,2-10,answer
12-09,12,2 үнэн 1 худал,9,Хамгийн муу зуршлаа хэл.,question,Very Hard,18+,2-10,answer
12-10,12,2 үнэн 1 худал,10,Хамгийн сайн чанараа хэл.,question,Extreme,18+,2-10,answer
12-11,12,2 үнэн 1 худал,11,5 жилийн дараах өөрийгөө төсөөл.,question,Easy,18+,2-10,answer
12-12,12,2 үнэн 1 худал,12,Нэг хүнийг сонгоод compliment өг.,question,Medium,18+,2-10,answer
12-13,12,2 үнэн 1 худал,13,Нэг хүний first impression-ийг хэл.,question,Hard,18+,2-10,answer
12-14,12,2 үнэн 1 худал,14,Нэг дуу санал болго.,question,Very Hard,18+,2-10,answer
12-15,12,2 үнэн 1 худал,15,Нэг кино санал болго.,question,Extreme,18+,2-10,answer
12-16,12,2 үнэн 1 худал,16,Нэг хоол сонгоод тайлбарла.,question,Easy,18+,2-10,answer
12-17,12,2 үнэн 1 худал,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,question,Medium,18+,2-10,answer
12-18,12,2 үнэн 1 худал,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,question,Hard,18+,2-10,answer
12-19,12,2 үнэн 1 худал,19,Ямар хүнтэй амархан найзлах вэ?,question,Very Hard,18+,2-10,answer
12-20,12,2 үнэн 1 худал,20,Ямар зан хамгийн их turn-off вэ?,question,Extreme,18+,2-10,answer
12-21,12,2 үнэн 1 худал,21,Ямар зан хамгийн их татдаг вэ?,question,Easy,18+,2-10,answer
12-22,12,2 үнэн 1 худал,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,question,Medium,18+,2-10,answer
12-23,12,2 үнэн 1 худал,23,Ирээдүйгээ харвал юу мэдмээр байна?,question,Hard,18+,2-10,answer
12-24,12,2 үнэн 1 худал,24,Хэнтэй road trip хийх вэ?,question,Very Hard,18+,2-10,answer
12-25,12,2 үнэн 1 худал,25,Хэнтэй удаан ярилцмаар байна?,question,Extreme,18+,2-10,answer
12-26,12,2 үнэн 1 худал,26,Өөрийгөө 3 үгээр тодорхойл.,question,Easy,18+,2-10,answer
12-27,12,2 үнэн 1 худал,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,question,Medium,18+,2-10,answer
12-28,12,2 үнэн 1 худал,28,Эндээс хэнийг илүү танимаар байна?,question,Hard,18+,2-10,answer
12-29,12,2 үнэн 1 худал,29,Нэг асуулт өөрөө зохио.,question,Very Hard,18+,2-10,answer
12-30,12,2 үнэн 1 худал,30,Тухгүй байвал PASS хийж болно.,question,Extreme,18+,2-10,answer
13-01,13,Намайг хэр сайн таах вэ?,1,Өөрийн хамгийн том мөрөөдлөө хэл.,choice,Easy,18+,2-10,choose
13-02,13,Намайг хэр сайн таах вэ?,2,Өөрийн нэг green flag-аа хэл.,choice,Medium,18+,2-10,choose
13-03,13,Намайг хэр сайн таах вэ?,3,Өөрийн нэг red flag-аа хэл.,choice,Hard,18+,2-10,choose
13-04,13,Намайг хэр сайн таах вэ?,4,Сүүлд хэзээ үнэхээр баярласан бэ?,choice,Very Hard,18+,2-10,choose
13-05,13,Намайг хэр сайн таах вэ?,5,Хэнээс message ирэхийг хүлээдэг вэ?,choice,Extreme,18+,2-10,choose
13-06,13,Намайг хэр сайн таах вэ?,6,Perfect weekend-ээ тайлбарла.,choice,Easy,18+,2-10,choose
13-07,13,Намайг хэр сайн таах вэ?,7,Dream destination-оо хэл.,choice,Medium,18+,2-10,choose
13-08,13,Намайг хэр сайн таах вэ?,8,Хамгийн их хүндэлдэг чанараа хэл.,choice,Hard,18+,2-10,choose
13-09,13,Намайг хэр сайн таах вэ?,9,Хамгийн муу зуршлаа хэл.,choice,Very Hard,18+,2-10,choose
13-10,13,Намайг хэр сайн таах вэ?,10,Хамгийн сайн чанараа хэл.,choice,Extreme,18+,2-10,choose
13-11,13,Намайг хэр сайн таах вэ?,11,5 жилийн дараах өөрийгөө төсөөл.,choice,Easy,18+,2-10,choose
13-12,13,Намайг хэр сайн таах вэ?,12,Нэг хүнийг сонгоод compliment өг.,choice,Medium,18+,2-10,choose
13-13,13,Намайг хэр сайн таах вэ?,13,Нэг хүний first impression-ийг хэл.,choice,Hard,18+,2-10,choose
13-14,13,Намайг хэр сайн таах вэ?,14,Нэг дуу санал болго.,choice,Very Hard,18+,2-10,choose
13-15,13,Намайг хэр сайн таах вэ?,15,Нэг кино санал болго.,choice,Extreme,18+,2-10,choose
13-16,13,Намайг хэр сайн таах вэ?,16,Нэг хоол сонгоод тайлбарла.,choice,Easy,18+,2-10,choose
13-17,13,Намайг хэр сайн таах вэ?,17,Нэг hobby туршиж үзмээр байгаагаа хэл.,choice,Medium,18+,2-10,choose
13-18,13,Намайг хэр сайн таах вэ?,18,Мөнгө авбал хамгийн түрүүнд юу хийх вэ?,choice,Hard,18+,2-10,choose
13-19,13,Намайг хэр сайн таах вэ?,19,Ямар хүнтэй амархан найзлах вэ?,choice,Very Hard,18+,2-10,choose
13-20,13,Намайг хэр сайн таах вэ?,20,Ямар зан хамгийн их turn-off вэ?,choice,Extreme,18+,2-10,choose
13-21,13,Намайг хэр сайн таах вэ?,21,Ямар зан хамгийн их татдаг вэ?,choice,Easy,18+,2-10,choose
13-22,13,Намайг хэр сайн таах вэ?,22,Өнгөрсөнд очвол юу өөрчлөх вэ?,choice,Medium,18+,2-10,choose
13-23,13,Намайг хэр сайн таах вэ?,23,Ирээдүйгээ харвал юу мэдмээр байна?,choice,Hard,18+,2-10,choose
13-24,13,Намайг хэр сайн таах вэ?,24,Хэнтэй road trip хийх вэ?,choice,Very Hard,18+,2-10,choose
13-25,13,Намайг хэр сайн таах вэ?,25,Хэнтэй удаан ярилцмаар байна?,choice,Extreme,18+,2-10,choose
13-26,13,Намайг хэр сайн таах вэ?,26,Өөрийгөө 3 үгээр тодорхойл.,choice,Easy,18+,2-10,choose
13-27,13,Намайг хэр сайн таах вэ?,27,Өнөөдрийн mood-оо 3 emoji-оор хэл.,choice,Medium,18+,2-10,choose
13-28,13,Намайг хэр сайн таах вэ?,28,Эндээс хэнийг илүү танимаар байна?,choice,Hard,18+,2-10,choose
13-29,13,Намайг хэр сайн таах вэ?,29,Нэг асуулт өөрөө зохио.,choice,Very Hard,18+,2-10,choose
